id,gvkey,conm,year,cdp_target_reference,cdp_targetscope,cdp_targetscope_percent,cdp_targetamount,cdp_baseyear,cdp_baseyearemission,cdp_targetyear,cdp_sbt,cdp_targetdetail,cdp_timeprogress,cdp_targetprogress,cdp_startyear,cdp_targetstatus,cdp_targetduration,cdp_targettype,cdp_targetintensityunit,dupcase
6383,008099,FIRSTENERGY CORP,2021,Abs 1,Scope 1,100,30,2019,18102068,2030,"No, and we do not anticipate setting one in the next 2 years","In 2020, FirstEnergy updated our GHG reduction goal. We believe this new greenhouse gas reduction goal aligns with our electric utility industry peers and our company's long-term strategy. We have chosen a challenging near-term 2019 baseline, as opposed to a more traditional 2005 starting point. And to reflect our transformation to a regulated utility, we've included emissions associated with our transmission and distribution operations as well as our generation. The new goal also aligns with the Paris Agreement.",0,63,2020,Underway,10,absolute,,0
6383,008099,FIRSTENERGY CORP,2018, Abs 1, Scope 1,100,90,2005,86403130,2045," No, but we anticipate setting one in the next 2 years",FE's Scope 1 stationary emissions continue to decrease through the use of innovative technology and changes to fleet operations.,7,57,2015, Underway,30,absolute,,0
6383,008099,FIRSTENERGY CORP,2019,Abs 1,Scope 1,100,62,2005,86403130,2045,"No, and we do not anticipate setting one in the next 2 years",FirstEnergy's Scope 1 stationary emissions continue to decrease through the use of innovative technology and changes to fleet operations.,10,62,2015,Underway,30,absolute,,0
6383,008099,FIRSTENERGY CORP,2022,Abs 2,Scope 1,100,100,2019,18102068,2050,"No, and we do not anticipate setting one in the next 2 years","In 2020, FirstEnergy updated our GHG reduction goal and introduced a 2050 carbon-neutral target. We believe this new carbon neutral goal aligns with our electric utility industry peers and our company's long-term strategy. We have chosen a challenging near-term 2019. And to reflect our transformation to a regulated utility, we've included emissions associated with out transmission and distribution operations as well as our generation facilities. The carbon neutral goal also aligns with the intent of the Paris Agreement.",3,12,2020,Underway,30,absolute,,0
6383,008099,FIRSTENERGY CORP,2017,Abs1,Scope 1,100,90,2005,86403130,2045,"No, but we anticipate setting one in the next 2 years","The base year, and target numbers only include Stationary Scope 1 emissions, and do not include fugitive Scope 1 emissions.  FE is investigating what it means to have a science-based target, and will make a determination if our existing target meets or exceeds the definition of a science-based target.",28,43,,,,absolute,,0
6383,008099,FIRSTENERGY CORP,2020,Abs 1,Scope 1,100,62,2005,86403130,2045,"No, and we do not anticipate setting one in the next 2 years",FirstEnergy's Scope 1 stationary emissions continue to decrease through the use of innovative technology and changes to fleet operations.,13,66,2015,Underway,30,absolute,,0
6383,008099,FIRSTENERGY CORP,2022,Abs 1,Scope 1,100,30,2019,18102068,2030,"No, and we do not anticipate setting one in the next 2 years","In 2020, FirstEnergy updated our GHG reduction goal. We believe this new greenhouse gas reduction goal aligns with our electric utility industry peers and our company's long-term strategy. We have chosen a challenging near-term 2019 baseline, as opposed to a more traditional 2005 starting point. And to reflect our transformation to a regulated utility, we've included emissions associated with our transmission and distribution operations as well as our generation. The new goal also aligns with the Paris Agreement.",10,40,2020,Underway,10,absolute,,0
6383,008099,FIRSTENERGY CORP,2016,Abs1,Scope 1,100,90,2005,86403130,2045,"No, and we do not anticipate setting one in the next 2 years",,25,43,,,,absolute,,0
6672,004517,NEXTERA ENERGY INC,2021,Int 1,Scope 1,100,67,2005,0,2025,"Yes, we consider this a science-based target, but it has not been approved by the Science Based Targets initiative","The intensity metric used for our public target is Lbs/MWh of CO2.For decades, NextEra Energy has been reducing emissions through the development of renewable energy and modernization of its generation fleet. The company's goal is to reduce its carbon dioxide (CO2) emissions rate 67% by 2025, from a 2005 adjusted baseline. This equates to a nearly 40% reduction in absolute CO2 emissions, despite the company's total expected electricity production almost doubling from 2005 to 2025. Working toward this goal, as of year-end 2020, NextEra Energy has reduced its CO2 rate by 56.6% and the absolute CO2 tons by 24.2% while our generation increased 74.6% since 2005.  Achieving our emissions rate reduction goal will result in NextEra Energy's emissions rate being 76% lower than the industry average in 2005 and more than 50% lower than the U.S. Department of Energy's projected industry average in 2025.The CO2 emissions goal is based on NextEra Energy's owned generation.",17,84,2019,Underway,6,intensity,"Other, please specify: Lbs/MWh of CO2",0
7688,006338,EVERGY INC,2022,Abs 1,Scope 1,100,70,2005,48455198,2030,"No, but we anticipate setting one in the next 2 years",Scope 1 carbon emissions are included in this target,0,65,2021,Underway,9,absolute,,0
7688,006338,EVERGY INC,2021,Abs 1,Scope 1,100,80,2005,48455198,2050,"Yes, we consider this a science-based target, but it has not been approved by the Science-Based Targets initiative",,3,63,2019,Replaced,31,absolute,,0
8148,005526,HAWAIIAN ELECTRIC INDS,2011,,,,,,,,,,,,,,,intensity,,0
8148,005526,HAWAIIAN ELECTRIC INDS,2011,,,,,,,,,,,,,,,absolute,,0
8148,005526,HAWAIIAN ELECTRIC INDS,2012,,,,,,,,,,,,,,,intensity,,0
8148,005526,HAWAIIAN ELECTRIC INDS,2022,Abs 1,Scope 1; Scope 3,,70,2005,7667338,2030,"Yes, we consider this a science-based target, and we have committed to seek validation of this target by the Science Based Targets initiative in the next two years",The emissions covered by this goal include stack emissions from generation owned by Hawaiian Electric (Scope 1) and independent power producers (IPPs) who sell electricity to the Utilities (Scope 3).,0,31,2021,New,9,absolute,,0
8148,005526,HAWAIIAN ELECTRIC INDS,2012,,,,,,,,,,,,,,,absolute,,0
8770,005870,IDACORP INC,2017,Int2,Scope 1,100,15,2005,1194,2015,"No, and we do not anticipate setting one in the next 2 years",We have not identified our target as science-based and do not feel the need to do so to objectively set and attain emissions reductions. Reduction range was 10 - 15% below 2005 level.,100,100,,,,intensity,Other: Pounds CO2/MWh,0
8770,005870,IDACORP INC,2015,Int1,Scope 1,,15,2005,1194,2017,,"On Sept. 17, 2009, Idaho Power Company established a goal to reduce its resource portfolio’s average carbon dioxide (CO2) emission intensity for the 2010 through 2013 time period to a level of 10 to 15 percent below its 2005 CO2 emission intensity of 1,194 pounds CO2 per megawatt-hour (MWh). For 2010, the average CO2 emission intensity of Idaho Power’s owned generation resources was 1,065 pounds CO2 per MWh, approximately 11 percent below the 2005 level. The average CO2 emission intensity of Idaho Power’s owned generation resources for 2011 was 681 pounds CO2 per MWh, approximately 23 percent below the 2005 level. The significant reduction in CO2 emission intensity for 2011 reflects an increase in hydro generation as a result of improved water conditions and a reduction in coal-fired generation.  In 2012, the CO2 emissions intensity was 874 pounds CO2 per MWh, approximately 27 percent below the 2005 level. These results exclude emissions assigned to purchased energy. However, given the percentage of energy purchased and the similarity between the CO2 emission profile of the regional mix and that of the company’s generation mix, purchases will not skew the data by a significant amount.

In November, 2012, the Board of Directors approved the extension of the company’s 2010-2013 goal for reducing CO2 emission intensity for a two-year period.  The goal, as revised, is to achieve CO2 emission intensity 10 -15 percent below 2005 CO2 emission intensity for the period 2010-2015.

At its May 2015 meeting, the Idaho Power Board of Directors approved an extension of Idaho Power’s carbon emissions intensity goal.  Idaho Power originally established its carbon emission intensity goal in 2009, with a target to reduce the Company’s carbon emissions intensity levels 10-15% below 2005 levels for the period of 2010-2013.  Idaho Power achieved this goal, and the board subsequently extended the carbon emissions intensity goal for 2014-2015.  This goal is also projected to be met, and in May 2015, the Idaho Power board further extended the carbon emissions intensity goal through 2016-2017, and also expanded the goal, to achieve carbon emissions intensity of 15-20% below 2005 levels for the 2010-2017 period.",,,,,,intensity,Other: Pounds CO2/MWh,0
8770,005870,IDACORP INC,2021,Int 1,Scope 1,99,20,2005,1194,2020,"No, and we do not anticipate setting one in the next 2 years","Our previous Intensity Goal was met and exceeded. A new goal was set which is a 35% reduction of our resource portfolio's average carbon dioxide (CO2) emissions intensity for the 2021 through 2025-time period to a level 35 percent below the 2005 CO2 emissions intensity of 1,194 pounds CO2 per megawatt-hour (MWh) generation.",100,149,2017,Replaced,3,intensity,"Other, please specify: Pounds CO2 / MWh Generation",0
8770,005870,IDACORP INC,2016,Int3,Scope 1,100,20,2005,1194,2017,"No, and we do not anticipate setting one in the next 2 years","This is the current goal, a second extension of the initial goal. Actual goal is a reduction of 15-20%.",75,100,,,,intensity,Other: Pounds CO2 per MWh,0
8770,005870,IDACORP INC,2018, Int 4, Scope 1,100,20,2005,1194,2020," No, and we do not anticipate setting one in the next 2 years","We now have extended the existing goal for an additional three years. This third goal extension was initiated in 2017 and seeks to reduce our resource portfolio's average carbon dioxide (CO2) emissions intensity for the 2010 through 2020-time period to a level of 15 to 20 percent below the 2005 CO2 emissions intensity of 1,194 pounds CO2 per megawatt-hour (MWh). ",0,25,2017, Underway,3,intensity," Other, please specify: Pounds CO2/MWh",0
8770,005870,IDACORP INC,2016,Int2,Scope 1,100,15,2005,1194,2015,"No, and we do not anticipate setting one in the next 2 years",This was the first extension of the initial goal which was also achieved and then also extended.,100,100,,,,intensity,Other: Pounds CO2 per MWh,0
8770,005870,IDACORP INC,2014,Int1,Scope 1,100,15,2005,1194,2015,,"Please note there was no normalization associated with 1,194 pounds CO2/MWh as the 2005 base year emissions.  In November, 2012, the Board of Directors approved the extension of the company’s 2010-2013 goal for reducing CO2 emissions intensity for a two-year period.  The goal, as revised, is to achieve CO2 emissions intensity 10 -15 percent below 2005 CO2 emissions intensity for the period 2010-2015.",60,,,,,intensity,Other: Pounds CO2/MWh,0
8770,005870,IDACORP INC,2016,Int1,Scope 1,100,15,2005,1194,2014,"No, and we do not anticipate setting one in the next 2 years","Initial intensity goal which was achieved and then extended.  Note: Target year was actually 2013, not 2014.",100,100,,,,intensity,Other: Pounds CO2 per MWh,0
8770,005870,IDACORP INC,2013,IntT1,Scope 1,100,15,2005,1194,2015,,"Please note there was no normalization associated with 1,194 pounds CO2/MWh as the 2005 base year emissions.

In November, 2012, the Board of Directors approved the extension of the company’s 2010-2013 goal for reducing CO2 emissions intensity for a two-year period.  The goal, as revised, is to achieve CO2 emissions intensity 10 -15 percent below 2005 CO2 emissions intensity for the period 2010-2015.",50,,,,,intensity,Other: Pounds CO2/MWh,0
8770,005870,IDACORP INC,2017,Int1,Scope 1,100,15,2005,1194,2013,"No, and we do not anticipate setting one in the next 2 years",We have not identified our target as science-based and do not feel the need to do so to objectively set and attain emissions reductions. Reduction range was 10 - 15% below 2005 level.,100,100,,,,intensity,Other: Pounds CO2/MWh,0
8770,005870,IDACORP INC,2017,Int3,Scope 1,100,20,2005,1194,2017,"No, and we do not anticipate setting one in the next 2 years",We have not identified our target as science-based and do not feel the need to do so to objectively set and attain emissions reductions. Reduction range was 15 - 20% below 2005 level.,88,100,,,,intensity,Other: Pounds CO2/MWh,0
8770,005870,IDACORP INC,2017,Int4,Scope 1,100,20,2005,1194,2020,"No, and we do not anticipate setting one in the next 2 years",We have not identified our target as science-based and do not feel the need to do so to objectively set and attain emissions reductions. Reduction range was 15 - 20% below 2005 level.,64,0,,,,intensity,Other: Pounds CO2/MWh,0
8770,005870,IDACORP INC,2018, Int 3, Scope 1,100,20,2005,1194,2017," No, and we do not anticipate setting one in the next 2 years","At the end of 2017, we met and exceeded our Intensity 3 goal.",100,100,2010, Replaced,7,intensity," Other, please specify: Pounds CO2/MWh",0
8770,005870,IDACORP INC,2011,,,,,,,,,,33,,,,,absolute,,0
8770,005870,IDACORP INC,2012,,Scope 1,100,15,2005,1194,2013,,,75,,,,,intensity,Other: pounds CO2/MWh,0
8770,005870,IDACORP INC,2018, Int 1, Scope 1,100,15,2005,1194,2013," No, and we do not anticipate setting one in the next 2 years",We achieved the goal of carbon emissions intensity reduction and extended the goal for an additional two years.,100,100,2010, Replaced,3,intensity," Other, please specify: Pounds CO2/MWh",0
8770,005870,IDACORP INC,2011,,Scope 1,100,15,2005,1194,2013,,1194 metric tonnes CO2e are equivalent to the 15% reduction,33,,,,,intensity,Other: pounds CO2/MWh,0
8770,005870,IDACORP INC,2018, Int 2, Scope 1,100,15,2005,1194,2015," No, and we do not anticipate setting one in the next 2 years",We achieved the extended goal of carbon emissions intensity reduction (for the period 2010-2015) and extended the goal for an additional two years.,100,100,2010, Replaced,5,intensity," Other, please specify: Pounds CO2/MWh",0
8770,005870,IDACORP INC,2022,Int 1,Scope 1,100,35,2005,1194,2021,"No, and we do not anticipate setting one in the next 2 years","In May 2020, Idaho Power's board of directors set a new goal which is a 35% reduction of our resource portfolio's average carbon dioxide (CO2) emissions intensity for the 2021 through 2025-time period to a level 35 percent below the 2005 CO2 emissions intensity of 1,194 pounds CO2 per megawatt-hour (MWh) generation.",100,85,2017,Underway,4,intensity,"Other, please specify: Pounds CO2 / MWh Generation",0
8770,005870,IDACORP INC,2012,,,,,,,,,,75,,,,,absolute,,0
9296,011555,INTEGRYS HOLDING INC,2011,,,,,,,,,,,,,,,absolute,,0
9296,011555,INTEGRYS HOLDING INC,2011,,,,,,,,,,,,,,,intensity,,0
9296,011555,INTEGRYS HOLDING INC,2012,,,,,,,,,,,,,,,absolute,,0
9296,011555,INTEGRYS HOLDING INC,2012,,,,,,,,,,,,,,,intensity,,0
9296,011555,INTEGRYS HOLDING INC,2014,Abs1,Scope 1+2,,,2012,,2013,,"Targets for CO2 reductions were established for four specific projects in four different business units.  These results were used in the executive incentive compensation plan.  Emission reductions from the four projects were calculated individually and a collective ""percent achieved"" was considered to be the overall result.  These reductions are not compared to the company's overall emissions.  (See details in CC3.3b below.)",100,95,,,,absolute,,0
11882,006932,MGE ENERGY INC,2022,Abs 3,Scope 1; Scope 3,,65,2005,3220987,2030,"No, and we do not anticipate setting one in the next 2 years","In fall 2020, the University of Wisconsin-Madison released its analysis of Madison Gas and Electric's (MGE) goal of net-zero carbon electricity by 2050. The report compared the company's goal to the modeled pathways for the electricity sector in industrialized nations to limit global warming to 1.5° Celsius.  At that time MGE updated its interim 2030 goal for electricity supplied to customers from 40% to at least 65%.  This target has since been replaced by a more recent goal of at least 80% by 2030.  Our decarbonization goals for electricity supplied to our customers include emissions from our owned generation (Scope 1) and purchased generation (Scope 3).  We believe this is a science-based target based on the University of Wisconsin-Madison Nelson Institute for Environmental Studies and the Department of Atmospheric and Oceanic Sciences study described further in Section C3 of this CDP report.  In this work, IPCC scenarios relevant to its operations and targets were evaluated.",10,42,2020,Replaced,10,absolute,,0
11882,006932,MGE ENERGY INC,2022,Abs 1,Scope 1; Scope 3,,20,2005,3220987,,"No, and we do not anticipate setting one in the next 2 years","In 2005, MGE set a goal to reduce CO2 emissions from electric energy supplied to customers low1by at least 20% by 2015.  The CDP system does not allow the target date of 2015 to be entered.   Our decarbonization goals for electricity supplied to our customers include emissions from our owned generation (Scope 1) and purchased generation (Scope 3).  We include this previously achieved target to demonstrate MGE's commitment to GHG emissions reductions and to illustrate the company's approach to goal-setting. Our carbon reduction goals are consistent with climate science and signal the company's direction but do not determine its pace in working to achieve decarbonization as quickly and cost-effectively as possible",,137,2005,Achieved,,absolute,,0
11882,006932,MGE ENERGY INC,2022,Abs 4,Scope 1; Scope 3,,100,2005,3220987,2050,"No, and we do not anticipate setting one in the next 2 years","In May 2019, MGE announced a goal of net-zero carbon electricity by 2050, which aligns with the Intergovernmental Panel on Climate Change (IPCC) and its assessment of limiting global temperature increases to 1.5 degrees Celsius.   In 2019, MGE began working with the University of Wisconsin-Madison's Nelson Institute for Environmental Studies to evaluate the company's goal of net-zero carbon electricity by 2050. The analysis was done within the context of the October 2018 special report on global warming of 1.5 degrees Celsius by the IPCC.  Models were used to analyze MGE's goal, and suggested that by 2050, emissions from electricity generation in industrialized countries should be 87% to 99% lower than the 2005 baseline. MGE's plan for net-zero carbon emissions by 2050 is a 100% reduction from 2005 levels and reflects carbon reductions consistent with limiting global warming to 1.5 degrees Celsius.   Our decarbonization goals for electricity supplied to our customers include emissions from our owned generation (Scope 1) and purchased generation (Scope 3).  We believe this is a science-based target based on the University of Wisconsin-Madison Nelson Institute for Environmental Studies and the Department of Atmospheric and Oceanic Sciences study.",6,27,2019,Underway,31,absolute,,0
11882,006932,MGE ENERGY INC,2022,Abs 2,Scope 1; Scope 3,,40,2005,3220987,2030,"No, and we do not anticipate setting one in the next 2 years","Under our Energy 2030 framework for a more sustainable future, introduced in November 2015, MGE committed to reducing carbon emissions from the energy supplied to customers by at least 40% by 2030.  This target has since been replaced twice by a new goal to reduce carbon emissions from the energy supplied to customers.  The current goal is at least 80% by 2030 from 2005 levels.  Our decarbonization goals for electricity supplied to our customers include emissions from our owned generation (Scope 1) and purchased generation (Scope 3).",40,224,2015,Replaced,15,absolute,,0
13562,135990,NRG ENERGY INC,2018, Abs 1, Scope 1+2 (location-based) +3 (upstream),100,50,2014,74000000,2030," Yes, this target has been approved as science-based by the Science-Based Targets initiative ",Progress to date has been made through fuel switchings and changes in the generation profile of some assets.,19,35,2014, Underway,16,absolute,,0
13562,135990,NRG ENERGY INC,2015,Abs1,Scope 1+2+3,100,30,2014,103000000,2030,,Targets announced in 2014.  2014 is the baseline year for which we will measure our emissions reductions against.   Scope 3 includes business travel and employee commuting.,0,0,,,,absolute,,0
13562,135990,NRG ENERGY INC,2013,GME 1,Scope 1+2+3,100,0,2012,2822,2012,,"Subsidiary Green Mountain Energy has been measuring our carbon footprint since 2003 and began reporting and independently verifying our calculations starting in 2005 when we joined the U.S. Environmental Protection Agency’s (EPA’s) Climate Leaders program. Despite the program being discontinued in 2010, we remain 100% committed to full transparency and verification of our data. 

Our 2012 carbon footprint was calculated according to The Greenhouse Gas Protocol and verified at the limited assurance level according to the ISO 14064-3 standard by WSP Environment &amp; Energy. Read our 2012 assurance review statement: http://greenmountainenergysustainability.com/wp-content/uploads/2012/03/WSP_AssuranceReviewLetter_2012.pdf. For more details about our 2012 and historic carbon footprint, see http://greenmountainenergysustainability.com/our-carbon-footprint/.

Due to sizable organic growth, the addition of a new Scope 3 emissions category (business rental cars), and improved quantification methodologies, Green Mountain has established a new base year of 2012.

Green Mountain has committed to annually offset its carbon footprint by purchasing and retiring a combination of RECs (Scope 2) and carbon offsets (Scopes 1 and 3). Per CDP's Guidelines, emission reduction from offset purchases should be excluded, which is why 0% reduction is reported.",0,0,,,,absolute,,0
13562,135990,NRG ENERGY INC,2017,Abs2,Scope 1+2 (location-based)+3 (upstream),100,90,2014,104000000,2050,"Yes, and this target has been approved as science-based by the Science Based Targets initiative","The scope of NRG's Science based Target is for US emissions only. The base year number has been rounded up to 104,000,000. NRG's science-based target is to reduce cumulative Scope 1,2, and 3 (business travel) by 50% by 2030 and 90% by 2050.",8,36,,,,absolute,,0
13562,135990,NRG ENERGY INC,2017,Abs1,Scope 1+2 (location-based)+3 (upstream),100,50,2014,104000000,2030,"Yes, and this target has been approved as science-based by the Science Based Targets initiative","The scope of NRG's Science based Target is for US emissions only. The base year number has been rounded up to 104,000,000. NRG's science-based target is to reduce cumulative Scope 1,2, and 3 (business travel) by 50% by 2030 and 90% by 2050.",19,36,,,,absolute,,0
13562,135990,NRG ENERGY INC,2014,Abs1,Scope 1+2+3,100,0,2013,2294,2013,,"Green Mountain Energy has annually measured and offset 100% of its corporate greenhouse gas emissions since 2004. Green Mountain’s absolute CO2e emissions declined 19% from 2012 to 2013. Per CDP's Guidelines, emission reductions from offset purchases should be excluded, which is why 0% reduction is reported.",100,0,,,,absolute,,0
13562,135990,NRG ENERGY INC,2014,Int1,Scope 1,99,44,2000,75627500,2025,,NRG's goal is to reduce its overall CO2 emissions intensity to a level roughly equivalent to the rate of an efficient gas turbine by 2025. NRG calculated the percent based on the 0.8 metric ton/MWh intensity in 2000 and the goal of 0.45 metric ton/MWh by 2025.,56,11,,,,intensity,metric tonnes CO2e per megawatt hour (MWh),0
13562,135990,NRG ENERGY INC,2013,NRG 1,Scope 1,99,8,1998,75627500,2012,,,100,100,,,,absolute,,0
13562,135990,NRG ENERGY INC,2016,Abs2,Scope 1+2 (location-based)+3 (upstream),100,90,2014,104000000,2050,Yes,"The scope of NRG's Science based Target is for US emissions only.  The base year number has been rounded up to 104,000,000. NRG's science-based target is to reduce cumulative Scope 1,2, and 3 by 50% by 2030 and 90% by 2050.",3,16,,,,absolute,,0
13562,135990,NRG ENERGY INC,2013,GME 1,Scope 1+2+3,100,10,2012,3,2013,,"Starting in 2013, Green Mountain has also set a pre-offset GHG intensity reduction goal to reduce per-employee CO2e emissions 10% or more below 2012 levels. In 2012, Green Mountain’s estimated carbon footprint was 2,822 metric tons CO2e, and the company had an estimated 978 employees at year end, resulting in 2.9 metric tons CO2e per employee.",0,0,,,,intensity,metric tonnes CO2e per FTE employee,0
13562,135990,NRG ENERGY INC,2011,NRG 1,Scope 1,99,,,,2025,,"Currently NRG’s fleet emits more than 0.8 tons of CO2 per megawatt-hour. We have set a target of 0.5 tons of CO2 per megawatt-hour by 2025, which is roughly equivalent to the rate of an efficient gas turbine.",,,,,,intensity,Other: ton CO2 per megawatt-hour,0
13562,135990,NRG ENERGY INC,2012,NRG 2,Scope 1,99,44,2000,75627500,2025,,NRG's target is to lower our U.S. GHG intensity to that of a combined cycle power plant by 2025. NRG calculated the percent based on the 0.8 metric ton/mwh intensity in 2000 and the goal of 0.45 metric ton/MWh by 2025.,44,4,,,,intensity,metric tonnes CO2e per unit of production,0
13562,135990,NRG ENERGY INC,2019,Abs 1,Scope 1 +2 (market-based),100,50,2014,72000000,2030,"Yes, this target has been approved as science-based by the Science-Based Targets initiative","Progress to date has been made through coal to gas conversions, carbon capture and sequestration at our Petra Nova facility and decreased utilization due to market demand.",25,73,2014,Underway,16,absolute,,0
13562,135990,NRG ENERGY INC,2012,GME 1,Scope 1+2+3,100,0,2004,1912,2011,,"Per CDP's Guidelines, emission reduction from offset purchases should be excluded, which is why 0% reduction is reported.

NRG subsidiary Green Mountain maintains an absolute annual target of 100% carbon neutrality across Scope 1, 2, and 3 emissions. Where it is unable to reduce GHG emissions, Green Mountain purchases offsets to cover 100% of its annual Scope 1, 2, and 3 emissions. Green Mountain’s base year is 2004 which was the first year they participated in EPA's Climate Leaders program.  Scope 3 emissions categories included in Green Mountain’s GHG inventory are business travel and employee commuting.",100,100,,,,absolute,,0
13562,135990,NRG ENERGY INC,2014,Int2,Scope 1+2+3,100,10,2012,3,2013,,"In addition to its carbon-neutrality commitment, Green Mountain set its first intensity reduction goal in 2013. Green Mountain was aiming to reduce per-employee CO2e emissions by 10% between 2012 and 2013. Despite an absolute CO2e reduction, operational changes over 2013 impeded attainment of Green Mountain’s emissions intensity goal.",100,50,,,,intensity,metric tonnes CO2e per FTE employee,0
13562,135990,NRG ENERGY INC,2022,Abs 1,Scope 1; Scope 2; Scope 3,100,50,2014,61000000,2025,"Yes, and this target has been approved by the Science Based Targets initiative","NRG's climate goals are to reduce greenhouse gas emissions by 50% by 2025, from its current 2014 baseline, and to achieve net-zero emissions by 2050. Greenhouse gas emissions include directly controlled emissions, emissions from NRG's purchased energy, and emissions from employee business travel. In 2021, NRG's climate goals were certified by the Science Based Targets initiative as aligned with a 1.5 degree Celsius trajectory. From the current 2014 baseline to 2021, the Company's CO2e emissions decreased from 61 million metric tons to 34 million metric tons, representing a cumulative 44% reduction. The decrease is attributed to reductions in fleet-wide annual net generation and a market-driven shift away from coal as a primary fuel to natural gas. The increase in emissions in 2021, as compared to 2020, was primarily due to higher power demand which was a result of the easing of COVID-19 pandemic lockdowns and the associated economic recovery. The Company is continuing to target a 50% reduction by 2025 and is on track to meet that goal.As of December 31, 2021, less than 5% of the Company's consolidated operating revenues were derived from coal-fired operating assets.",64,87,2014,Achieved,11,absolute,,0
13562,135990,NRG ENERGY INC,2020,Abs 1,Scope 1+2 (market-based),100,50,2014,63000000,2025,"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative","In September 2019 NRG accelerated our absolute emissions reduction goals to 50% by 2025 (previously 2030) and net-zero by 2050 (previously 90%). Progress to date has been made through coal to gas conversions, retirements and decreased utilization due to market demand.",45,83,2014,Revised,11,absolute,,0
13562,135990,NRG ENERGY INC,2015,Abs3,Scope 1+2+3,100,0,2014,2200,2014,,"Green Mountain Energy has annually measured and offset 100% of its corporate greenhouse gas emissions since 2004.  Green Mountain's absolute CO2e emissions declined by 4% from 2013 to 2014.  Per CDP's guidelines, emission reductions from offset purchases should be excluded, which is why 0% reduction is reported.  Scope 3 includes business travel and employee commuting.",100,0,,,,absolute,,0
13562,135990,NRG ENERGY INC,2015,Abs2,Scope 1+2+3,100,50,2014,103000000,2050,,Targets announced in 2014.  2014 is the baseline year for which we will measure our emissions reductions against.   Scope 3 includes business travel and employee commuting.,0,0,,,,absolute,,0
13562,135990,NRG ENERGY INC,2012,NRG 1,Scope 1,99,7,1998,75627500,2011,,"NRG's % reduction from base year was calculated using our 1998-2001 baseline under the CCX program. In NRG's 2011 Year-In Review, NRG reported the % reduction between 2000 and 2011 actuals. The % reduction differs slightly using the CCX baseline.",100,100,,,,absolute,,0
13562,135990,NRG ENERGY INC,2018, Abs 2, Scope 1+2 (location-based) +3 (upstream),100,90,2014,74000000,2050," Yes, this target has been approved as science-based by the Science-Based Targets initiative ",Progress to date has been made through fuel switchings and changes in the generation profile of some assets.,8,35,2014, Underway,36,absolute,,0
13562,135990,NRG ENERGY INC,2013,NRG 2,Scope 1,99,44,2000,75627500,2025,,NRG's target is to lower our US GHG intensity to that of a combined cycle power plant by 2025. NRG calculated the percent based on the 0.8 metric ton/MWh intensity in 2000 and the goal of 0.45 metric ton/MWh by 2025.,,,,,,intensity,metric tonnes CO2e per megawatt hour (MWh),0
13562,135990,NRG ENERGY INC,2020,Abs 2,Scope 1+2 (location-based),100,99,2014,63000000,2050,"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative","In September 2019 NRG accelerated our absolute emissions reduction goals to 50% by 2025 (previously 2030) and net-zero by 2050 (previously 90%).  Progress to date has been made through coal to gas conversions, retirements and decreased utilization due to market demand.",14,42,2014,Revised,36,absolute,,0
13562,135990,NRG ENERGY INC,2016,Abs3,Scope 1+2 (location-based)+3 (upstream),100,0,2015,2150,2015,"No, but we are reporting another target which is science-based","Green Mountain Energy has annually measured and offset 100% of its corporate greenhouse gas emissions since 2004. Green Mountain's absolute CO2e emissions declined by 1.5% from 2014 to 2015. Per CDP's guidelines, emission reductions from offset purchases should be excluded, which is why 0% reduction is reported. Scope 3 includes business travel and employee commuting.",100,0,,,,absolute,,0
13562,135990,NRG ENERGY INC,2016,Abs1,Scope 1+2 (location-based)+3 (upstream),100,50,2014,104000000,2030,Yes,"The scope of NRG's Science based Target is for US emissions only.  The base year number has been rounded up to 104,000,000. NRG's science-based target is to reduce cumulative Scope 1,2, and 3 by 50% by 2030 and 90% by 2050.",7,16,,,,absolute,,0
13562,135990,NRG ENERGY INC,2019,Abs 2,Scope 1+2 (location-based),100,90,2014,72000000,2050,"Yes, this target has been approved as science-based by the Science-Based Targets initiative","Progress to date has been made through coal to gas conversions, carbon capture and sequestration at our Petra Nova facility and decreased utilization due to market demand.",11,40,2014,Underway,36,absolute,,0
13562,135990,NRG ENERGY INC,2021,Abs 1,Scope 1+2 (market-based),100,50,2014,63300000,2025,"Yes, and this target has been approved  by the Science-Based Targets initiative",NRG became the first power company in North America to have our goal certified by SBTi to be aligned with 1.5 degrees Celsius.   In 2020 reduced load as a result of the COVID-19 pandemic decreased emissions significantly as a result of decreased generation.  We believe the 2020 emissions level may change as load recovers from the impact of COVID-19 and NRG is continuing to target a 50% reduction by 2025.,55,112,2014,Achieved,11,absolute,,0
13813,008113,OGE ENERGY CORP,2019,Abs 2,Scope 1,99,50,2005,21445571,2030,"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative","At the end of 2018, the Company set out emission reduction goals for OG&E.   We expect to see an approximately 50% CO2 emissions reduction in 2030 from 2005 levels.  Our analysis and comparison with peers in the US electric power industry strongly suggests that OG&E's emission reduction expectations are consistent with electric sector emission reduction scenarios considered likely to achieve the Paris Climate Agreement and IPCC goals of limiting global temperature increase to 2 degrees Celsius.",0,69,2018,New,12,absolute,,0
